alias,code,name,version,useInEditor,hero,item,sort,race,checkDep,levels,reqLevel,levelSkip,priority,targs1,Cast1,Dur1,HeroDur1,Cool1,Cost1,Area1,Rng1,DataA1,DataB1,DataC1,DataD1,DataE1,DataF1,DataG1,DataH1,DataI1,UnitID1,BuffID1,EfctID1,targs2,Cast2,Dur2,HeroDur2,Cool2,Cost2,Area2,Rng2,DataA2,DataB2,DataC2,DataD2,DataE2,DataF2,DataG2,DataH2,DataI2,UnitID2,BuffID2,EfctID2,targs3,Cast3,Dur3,HeroDur3,Cool3,Cost3,Area3,Rng3,DataA3,DataB3,DataC3,DataD3,DataE3,DataF3,DataG3,DataH3,DataI3,UnitID3,BuffID3,EfctID3,targs4,Cast4,Dur4,HeroDur4,Cool4,Cost4,Area4,Rng4,DataA4,DataB4,DataC4,DataD4,DataE4,DataF4,DataG4,DataH4,DataI4,UnitID4,BuffID4,EfctID4,InBeta
AUfn,AUfn,Lich - Frost Nova,0,1,1,0,hero,undead,1,3,1,0,0,"ground,enemy,air,neutral,organic",0,4,2,8,125,200,800,50,100,-,-,-,-,-,-,-,,Bfro,,"ground,enemy,air,neutral,organic",-,6,3,8,125,200,800,100,100,-,-,-,-,-,-,-,,Bfro,,"ground,enemy,air,neutral,organic",-,8,4,8,125,200,800,150,100,-,-,-,-,-,-,-,,Bfro,,"ground,enemy,air,neutral,organic",-,8,8,8,125,200,800,150,100,-,-,-,-,-,-,-,,Bfro,,1
AHav,AHav,Mountain King - Avatar,0,1,1,0,hero,human,1,1,6,0,0,_,0,60,60,180,150,0.5,-,5,500,20,0,-,-,-,-,-,,,,_,-,60,60,180,150,0.5,-,5,500,20,0,-,-,-,-,-,,,,_,-,60,60,180,150,0.5,-,5,500,20,0,-,-,-,-,-,,,,_,-,60,60,180,150,0.5,-,5,500,20,0,-,-,-,-,-,,,,1
AHbh,AHbh,Mountain King - Bash,0,1,1,0,hero,human,1,3,1,0,0,"ground,air",0,2,1,0,-,0,-,20,0,25,0,-,-,-,-,-,,BPSE,,"ground,air",-,2,1,-,-,0,-,30,0,25,0,-,-,-,-,-,,BPSE,,"ground,air",-,2,1,-,-,0,-,40,0,25,0,-,-,-,-,-,,BPSE,,"ground,air",-,2,1,-,-,0,-,35,0,25,0,-,-,-,-,-,,BPSE,,1
AHtb,AHtb,Mountain King - Thunder Bolt,0,1,1,0,hero,human,1,3,1,0,0,"air,ground,debris,enemy,neutral,organic",0,5,3,9,75,-,600,100,-,-,-,-,-,-,-,-,,BPSE,,"air,ground,debris,enemy,neutral,organic",-,5,3,9,75,-,600,225,-,-,-,-,-,-,-,-,,BPSE,,"air,ground,debris,enemy,neutral,organic",-,5,3,9,75,-,600,350,-,-,-,-,-,-,-,-,,BPSE,,"air,ground,debris,enemy,neutral,organic",-,5,3,9,75,-,600,300,-,-,-,-,-,-,-,-,,BPSE,,1
AHtc,AHtc,Mountain King - Thunder Clap,0,1,1,0,hero,human,1,3,1,0,0,"ground,neutral,organic",0,5,3,6,90,250,-,60,0,0.5,0.5,-,-,-,-,-,,BHtc,,"ground,neutral,organic",-,5,3,6,90,300,-,100,0,0.5,0.5,-,-,-,-,-,,BHtc,,"ground,neutral,organic",-,5,3,6,90,350,-,140,0,0.5,0.5,-,-,-,-,-,,BHtc,,"ground,neutral,organic",-,5,3,6,90,350,-,150,0,0.5,0.5,-,-,-,-,-,,BHtc,,1
ANfl,ANfl,Sea Witch - Forked Lightning,1,1,1,0,hero,creeps,1,3,1,0,0,"air,ground,enemy,neutral,organic",0,0.7,0,11,110,125,600,85,3,900,300,-,-,-,-,-,,,,"air,ground,enemy,neutral,organic",0,0.7,0,11,110,125,600,160,3,900,300,-,-,-,-,-,,,,"air,ground,enemy,neutral,organic",0,0.7,0,11,110,125,600,250,3,900,300,-,-,-,-,-,,,,"air,ground,enemy,neutral,organic",0,0.7,0,11,110,125,600,250,3,900,300,-,-,-,-,-,,,,1
ANfa,AHca,Sea Witch - Frost Arrows,1,1,1,0,hero,creeps,1,3,1,0,0,"air,ground,enemy,neutral",0,5,1.5,0,10,-,600,5,0.3,0.3,7,-,-,-,-,-,,"BHca,Bcsd",,"air,ground,enemy,neutral",-,5,1.5,-,10,-,600,10,0.5,0.5,7,-,-,-,-,-,,"BHca,Bcsd",,"air,ground,enemy,neutral",-,5,1.5,-,10,-,600,15,0.7,0.7,7,-,-,-,-,-,,"BHca,Bcsd",,"air,ground,enemy,neutral",-,5,1.5,-,7,-,600,15,0.7,0.7,7,-,-,-,-,-,,"BHca,Bcsd,Bcsi",,1
ANto,ANto,Sea Witch - Tornado,1,1,1,0,hero,creeps,1,1,6,0,0,_,0,40,40,120,200,-,700,-,-,-,-,-,-,-,-,-,ntor,BNto,,_,0,30,30,120,150,-,700,-,-,-,-,-,-,-,-,-,ntor,BNto,,_,0,30,30,120,150,-,700,-,-,-,-,-,-,-,-,-,ntor,BNto,,_,0,30,30,120,150,-,700,-,-,-,-,-,-,-,-,-,ntor,BNto,,1
ANms,ANms,Sea Witch - Mana Shield,1,1,1,0,hero,creeps,1,3,1,0,0,self,0,0,0,10,25,-,128,1,1,-,-,-,-,-,-,-,,BNms,,self,0,0,0,10,25,-,128,1.5,1,-,-,-,-,-,-,-,,BNms,,self,0,0,0,10,25,-,128,2,1,-,-,-,-,-,-,-,,BNms,,self,0,0,0,10,25,-,128,2,1,-,-,-,-,-,-,-,,BNms,,1
AHad,AHad,Paladin - Devotion Aura,0,1,1,0,hero,human,1,3,1,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,0,900,-,1.5,0,-,-,-,-,-,-,-,,BHad,,"air,ground,friend,self,vuln,invu",-,4,2,-,-,900,-,3,0,-,-,-,-,-,-,-,,BHad,,"air,ground,friend,self,vuln,invu",-,4,2,-,-,900,-,4.5,0,-,-,-,-,-,-,-,,BHad,,"air,ground,friend,self,vuln,invu",-,4,2,-,-,900,-,4.5,-,-,-,-,-,-,-,-,,BHad,,1
AHds,AHds,Paladin - Divine Shield,0,1,1,0,hero,human,1,3,1,0,0,"invu,vuln",0,15,15,35,25,-,-,0,-,-,-,-,-,-,-,-,,BHds,,"invu,vuln",-,30,30,50,25,-,-,0,-,-,-,-,-,-,-,-,,BHds,,"invu,vuln",-,45,45,65,25,-,-,0,-,-,-,-,-,-,-,-,,BHds,,"invu,vuln",-,45,45,65,25,-,-,0,-,-,-,-,-,-,-,-,,BHds,,1
AHhb,AHhb,Paladin - Holy Light,0,1,1,0,hero,human,1,3,1,0,0,"air,ground,organic,notself,invu,vuln,nonancient",0,0,0,5,65,-,800,200,-,-,-,-,-,-,-,-,,,,"air,ground,organic,notself,invu,vuln,nonancient",-,-,-,5,65,-,800,400,-,-,-,-,-,-,-,-,,,,"air,ground,organic,notself,invu,vuln,nonancient",-,-,-,5,65,-,800,600,-,-,-,-,-,-,-,-,,,,"air,ground,organic,notself,invu,vuln,nonancient",-,-,-,5,65,-,800,600,-,-,-,-,-,-,-,-,,,,1
AHre,AHre,Paladin - Resurrection,0,1,1,0,hero,human,1,1,6,0,0,"air,ground,dead,friend",0,0,0,240,200,900,400,6,0,-,-,-,-,-,-,-,,,,"air,ground,dead,friend",-,-,-,240,250,900,400,6,0,-,-,-,-,-,-,-,,,,"air,ground,dead,friend",-,-,-,240,250,900,400,6,0,-,-,-,-,-,-,-,,,,"air,ground,dead,friend",-,-,-,240,250,900,400,6,0,-,-,-,-,-,-,-,,,,1
ANbf,ANbf,Brewmaster - Breath of Fire,1,1,1,0,hero,creeps,1,3,1,0,0,"ground,air,structure",0,5,5,10,70,125,375,65,520,375,300,7,-,-,-,-,,BNbf,,"ground,air,structure",-,5,5,10,70,120,375,125,1000,375,300,14,-,-,-,-,,BNbf,,"ground,air,structure",-,5,5,10,70,125,375,170,1360,375,300,21,-,-,-,-,,BNbf,,"ground,air,structure",-,5,5,10,70,125,375,170,1360,375,300,21,-,-,-,-,,BNbf,,1
ANdb,ANdb,Brewmaster - Drunken Brawler,1,1,1,0,hero,creeps,1,3,1,0,0,_,0,0,0,0,0,-,-,10,2,0,0.07,0,-,-,-,-,,,,_,-,-,-,-,-,-,-,10,3,0,0.14,0,-,-,-,-,,,,_,-,-,-,-,-,-,-,10,4,0,0.21,0,-,-,-,-,,,,_,-,-,-,-,-,-,-,10,5,0,0.2,0,-,-,-,-,,,,1
ANdh,ANdh,Brewmaster - Drunken Haze,1,1,1,0,hero,creeps,1,3,1,0,0,"air,ground,enemy,organic,neutral",0,12,5,12,70,200,550,0,0.45,0.15,0,-,-,-,-,-,,BNdh,,"air,ground,enemy,organic,neutral",0,12,5,12,70,200,550,0,0.65,0.3,0,-,-,-,-,-,,BNdh,,"air,ground,enemy,organic,neutral",0,12,5,12,70,200,550,0,0.8,0.5,0,-,-,-,-,-,,BNdh,,"air,ground,enemy,organic,neutral",0,12,5,12,70,200,550,0,0.8,0.5,0,-,-,-,-,-,,BNdh,,1
ANef,ANef,"Brewmaster - Storm, Earth and Fire",1,1,1,0,hero,creeps,1,1,6,0,0,_,0,45,45,180,150,128,-,"npn1,npn2,npn3",-,-,-,-,-,-,-,-,,BNef,,_,0,45,45,180,150,128,-,"npn1,npn2,npn3",-,-,-,-,-,-,-,-,,BNef,,_,0,45,45,180,150,128,-,"npn1,npn2,npn3",-,-,-,-,-,-,-,-,,BNef,,_,0,45,45,180,150,128,-,"npn1,npn2,npn3",-,-,-,-,-,-,-,-,,BNef,,1
ANdo,ANdo,Pit Lord - Doom,1,1,1,0,hero,creeps,1,1,6,0,0,"air,ground,nonhero,organic",0,0,0,120,150,-,650,40,1,120,5,-,-,-,-,-,nba2,"BNdo,BNdi",,"air,ground,nonhero,organic",0,0,0,120,125,-,400,5,1,80,-,-,-,-,-,-,nba2,"BNdo,BNdi",,"air,ground,nonhero,organic",0,0,0,120,125,-,400,5,1,80,-,-,-,-,-,-,nba2,"BNdo,BNdi",,"air,ground,nonhero,organic",0,0,0,120,125,-,400,5,1,80,-,-,-,-,-,-,nba2,"BNdo,BNdi",,1
ANht,ANht,Pit Lord - Howl of Terror,1,1,1,0,hero,creeps,1,3,1,0,0,"air,ground,enemy,neutral",0,15,15,12,75,500,-,0.3,0,0,0,0,0,0,-,-,,BNht,,"air,ground,enemy,neutral",0,15,15,12,75,500,-,0.4,0,0,0,0,0,0,-,-,,BNht,,"air,ground,enemy,neutral",0,15,15,12,75,500,-,0.5,0,0,0,0,0,0,-,-,,BNht,,"air,ground,enemy,neutral",0,15,15,12,75,500,-,0.45,0,0,0,0,0,0,-,-,,BNht,,1
ANca,ANca,Pit Lord - Cleaving Attack,1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral",0,0,0,0,0,200,-,0.3,-,-,-,-,-,-,-,-,,,,"ground,enemy,neutral",0,0,0,0,0,200,-,0.55,-,-,-,-,-,-,-,-,,,,"ground,enemy,neutral",0,0,0,0,0,200,-,0.8,-,-,-,-,-,-,-,-,,,,"ground,enemy,neutral",0,0,0,0,0,200,-,0.8,-,-,-,-,-,-,-,-,,,,1
ANrf,ANrf,Pit Lord - Rain of Fire,0,1,1,0,hero,creeps,1,3,1,0,0,_,1,3,3,8,85,200,800,6,25,6,0.5,5,125,-,-,-,,"BNrd,BNrf",XErf,_,1,3,3,8,85,200,800,8,30,7,0.5,10,150,-,-,-,,"BNrd,BNrf",XErf,_,1,3,3,8,85,200,800,10,35,10,0.5,15,175,-,-,-,,"BNrd,BNrf",XErf,_,1,3,3,8,85,200,800,10,35,10,0.5,15,-,-,-,-,,"BNrd,BNrf",XErf,1
AHfa,AHfa,Priestess - Searing Arrows,0,1,1,0,hero,nightelf,1,3,1,0,0,"air,ground,structure,enemy,neutral",0,0,0,0,8,-,600,10,-,-,-,-,-,-,-,-,,,,"air,ground,structure,enemy,neutral",-,0,0,0,8,-,700,20,-,-,-,-,-,-,-,-,,,,"air,ground,structure,enemy,neutral",-,0,0,0,8,-,700,30,-,-,-,-,-,-,-,-,,,,"air,ground,structure,enemy,neutral",-,0,0,0,8,-,700,30,-,-,-,-,-,-,-,-,,,,1
AEst,AEst,Priestess - Scout,0,1,1,0,hero,nightelf,1,3,1,0,0,_,0,60,60,20,100,200,-,1,-,-,-,-,-,-,-,-,nowl,BEst,,_,-,90,90,20,75,200,-,1,-,-,-,-,-,-,-,-,now2,BEst,,_,-,120,120,20,50,200,-,1,-,-,-,-,-,-,-,-,now3,BEst,,_,-,120,120,20,50,200,-,1,-,-,-,-,-,-,-,-,now3,BEst,,1
AEsf,AEsf,Priestess - Starfall,0,1,1,0,hero,nightelf,1,1,6,0,0,"air,ground,structure,enemy,neutral",0,45,30,180,200,1000, - ,50,1.5,0.35,-,-,-,-,-,-,,AEsd,XEsf,"air,ground,structure,enemy,neutral",-,30,30,120,300,900, - ,30,2,-,-,-,-,-,-,-,,AEsd,XEsf,"air,ground,structure,enemy,neutral",-,30,30,120,300,900, - ,30,2,-,-,-,-,-,-,-,,AEsd,XEsf,"air,ground,structure,enemy,neutral",-,30,30,120,300,900, - ,30,2,-,-,-,-,-,-,-,,AEsd,XEsf,1
AEar,AEar,Priestess - Trueshot Aura,0,1,1,0,hero,nightelf,1,3,1,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0, - ,900, - ,0.1,0,1,0,-,-,-,-,-,,BEar,,"air,ground,friend,self,vuln,invu", - , - , - , - , - ,900, - ,0.2,0,1,0,-,-,-,-,-,,BEar,,"air,ground,friend,self,vuln,invu", - , - , - , - , - ,900, - ,0.3,0,1,0,-,-,-,-,-,,BEar,,"air,ground,friend,self,vuln,invu", - , - , - , - , - ,900, - ,0.3,0,1,0,-,-,-,-,-,,BEar,,1
AOae,AOae,Chieftain - Endurance Aura,0,1,1,0,hero,orc,1,3,1,0,0,"air,ground,friend,self,vuln,invu",0,0,0,0,-,900,-,0.1,0.05,-,-,-,-,-,-,-,,BOae,,"air,ground,friend,self,vuln,invu",-,-,-,-,-,900,-,0.2,0.1,-,-,-,-,-,-,-,,BOae,,"air,ground,friend,self,vuln,invu",-,-,-,-,-,900,-,0.3,0.15,-,-,-,-,-,-,-,,BOae,,"air,ground,friend,self,vuln,invu",-,-,-,-,-,900,-,0.3,0.15,-,-,-,-,-,-,-,,BOae,,1
AOre,AOre,Chieftain - Reincarnation,0,1,1,0,hero,orc,1,1,6,0,0,_,3,0,0,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,_,-,-,-,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,_,-,-,-,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,_,-,-,-,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,1
AOsh,AOsh,Chieftain - Shock Wave,0,1,1,0,hero,orc,1,3,1,0,0,"ground,structure",0,0,0,8,100,125,700,75,900,800,125,-,-,-,-,-,,BOsh,,"ground,structure",-,-,-,8,100,125,700,130,1560,800,125,-,-,-,-,-,,BOsh,,"ground,structure",-,-,-,8,100,125,700,200,2400,800,125,-,-,-,-,-,,BOsh,,"ground,structure",-,-,-,8,100,125,700,200,2400,800,125,-,-,-,-,-,,BOsh,,1
AOws,AOws,Chieftain - War Stomp,0,1,1,0,hero,orc,1,3,1,0,0,"ground,organic",0,3,2,6,90,250,-,25,-,-,-,-,-,-,-,-,,BPSE,,"ground,organic",-,4,3,6,90,300,-,50,-,-,-,-,-,-,-,-,,BPSE,,"ground,organic",-,5,4,6,90,350,-,75,-,-,-,-,-,-,-,-,,BPSE,,"ground,organic",-,5,4,6,90,350,-,75,-,-,-,-,-,-,-,-,,BPSE,,1
AOhw,AOhw,Shadow Hunter - Healing Wave,1,1,1,0,hero,orc,1,3,1,0,0,"air,ground,friend,self,vuln,invu,organic",0,0,0,9,90,500,700,130,3,0.25,-,-,-,-,-,-,,,,"air,ground,friend,self,vuln,invu,organic",-,-,-,9,90,500,700,215,4,0.25,-,-,-,-,-,-,,,,"air,ground,friend,self,vuln,invu,organic",-,-,-,9,90,500,700,300,5,0.25,-,-,-,-,-,-,,,,"air,ground,friend,self,vuln,invu,organic",-,-,-,9,90,500,700,300,5,0.25,-,-,-,-,-,-,,,,1
AOhx,AOhx,Shadow Hunter - Hex,1,1,1,0,hero,orc,1,3,1,0,0,"air,ground,enemy,organic,neutral",0,15,4,7,70,-,800,99,"npig,nsea,ncrb,nhmc,nrat,nfro,nech,necr,nrac","nalb,nvul,nsno","nsha,npng","nshw,npnw",-,-,-,-,,BOhx,,"air,ground,enemy,organic,neutral",0,30,5,7,70,-,800,99,"npig,nsea,ncrb,nhmc,nrat,nfro,nech,necr,nrac","nalb,nvul,nsno","nsha,npng","nshw,npnw",-,-,-,-,,BOhx,,"air,ground,enemy,organic,neutral",0,45,6,7,70,-,800,99,"npig,nsea,ncrb,nhmc,nrat,nfro,nech,necr,nrac","nalb,nvul,nsno","nsha,npng","nshw,npnw",-,-,-,-,,BOhx,,"air,ground,enemy,organic,neutral",0,45,6,7,70,-,800,99,"npig,nsea,ncrb,nhmc,nrat,nfro,nech,necr,nrac","nalb,nvul,nsno","nsha,npng","nshw,npnw",-,-,-,-,,BOhx,,1
AOsw,AOwd,Shadow Hunter - Serpent Ward,1,1,1,0,hero,orc,1,3,1,0,0,_,0,40,40,6.5,30,-,500,1,-,-,-,-,-,-,-,-,osp1,BOwd,,_,0,40,40,6.5,30,-,500,1,-,-,-,-,-,-,-,-,osp2,BOwd,,_,0,40,40,6.5,30,-,500,1,-,-,-,-,-,-,-,-,osp3,BOwd,,_,0,40,40,6.5,30,-,500,1,-,-,-,-,-,-,-,-,osp3,BOwd,,1
AOvd,AOvd,Shadow Hunter - Voodooo,1,1,1,0,hero,orc,1,1,6,0,0,"air,ground,friend,vuln,invu",0,30,30,180,200,800,-,-,-,-,-,-,-,-,-,-,,"BOvd,BOvc",,"air,ground,friend,vuln,invu",0,30,30,180,200,800,-,-,-,-,-,-,-,-,-,-,,"BOvd,BOvc",,"air,ground,friend,vuln,invu",0,30,30,180,200,800,-,-,-,-,-,-,-,-,-,-,,"BOvd,BOvc",,"air,ground,friend,vuln,invu",0,30,30,180,200,800,-,-,-,-,-,-,-,-,-,-,,"BOvd,BOvc",,1
AEbl,AEbl,Warden - Blink,1,1,1,0,hero,nightelf,1,3,1,0,0,_,0,0.33,0,10,50,-,99999,1000,200,-,-,-,-,-,-,-,,,,_,-,0.33,-,10,10,-,99999,1075,200,-,-,-,-,-,-,-,,,,_,-,0.33,-,1,10,-,99999,1150,200,-,-,-,-,-,-,-,,,,_,-,0.33,-,1,10,-,99999,1150,200,-,-,-,-,-,-,-,,,,1
AEfk,AEfk,Warden - Fan of Knives,1,1,1,0,hero,nightelf,1,3,1,0,0,"air,ground,enemy,organic",0,0,0,9,100,400,-,75,300,0,100,-,-,-,-,-,,,,"air,ground,enemy,organic",0,0,0,9,100,450,-,125,625,0,100,-,-,-,-,-,,,,"air,ground,enemy,organic",0,0,0,9,100,475,-,190,950,0,100,-,-,-,-,-,,,,"air,ground,enemy,organic",0,0,0,9,100,475,-,180,950,0,100,-,-,-,-,-,,,,1
AEsh,AEsh,Warden - Shadow Strike,1,1,1,0,hero,nightelf,1,3,1,0,0,"ground,air,enemy,neutral,organic",3,15.1,15.1,8,75,-,300,10,0.5,0,3,75,-,-,-,-,,BEsh,,"ground,air,enemy,neutral,organic",3,15.1,15.1,8,75,-,300,30,0.5,0,3,150,-,-,-,-,,BEsh,,"ground,air,enemy,neutral,organic",3,15.1,15.1,8,75,-,300,45,0.5,0,3,225,-,-,-,-,,BEsh,,"ground,air,enemy,neutral,organic",3,15.1,15.1,8,65,-,300,45,0.5,0,3,225,-,-,-,-,,BEsh,,1
AEsv,AEsv,Warden - Spirit of Vengeance,1,1,1,0,hero,nightelf,1,1,6,0,0,_,0,180,180,180,150,200,-,1,-,-,-,-,-,-,-,-,espv,BEsv,,_,0,60,60,20,125,200,-,1,-,-,-,-,-,-,-,-,espv,BEsv,,_,0,60,60,20,125,200,-,1,-,-,-,-,-,-,-,-,espv,BEsv,,_,0,60,60,20,125,200,-,1,-,-,-,-,-,-,-,-,espv,BEsv,,1
ANab,ANab,Alchemist - Acid Bomb,1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral,organic,air",0,15,15,12,75,200,700,0,0,3,5,3,1,-,-,-,,BNab,,"ground,enemy,neutral,organic,air",0,15,15,12,75,200,700,0,0,4,10,6.5,1,-,-,-,,BNab,,"ground,enemy,neutral,organic,air",0,15,15,12,75,200,700,0,0,5,15,10,1,-,-,-,,BNab,,"ground,enemy,neutral,organic,air",0,15,15,12,75,200,700,0,0,4,16,12,1,-,-,-,,BNab,,1
ANcr,ANcr,Alchemist - Chemical Rage,1,1,1,0,hero,creeps,1,3,1,0,0,self,0,0.35,15,30,25,-,-,Nalc,1,0,-,0.5,0.25,-,-,-,Nalm,BNcr,,_,0,0.35,15,30,25,-,-,Nalc,1,0,-,0.5,0.75,-,-,-,Nal2,BNcr,,_,0,0.35,15,30,25,-,-,Nalc,1,0,-,0.5,1.25,-,-,-,Nal3,BNcr,,_,0,0.35,15,30,25,-,-,Nalc,1,0,-,0.5,1.25,-,-,-,Nal3,BNcr,,1
ANhs,ANhs,Alchemist - Healing Spray,1,1,1,0,hero,creeps,1,3,1,0,0,"ground,air,organic",0,0,0,0,75,250,800,40,1,6,280,1,3,-,-,-,,BNhs,XNhs,"ground,air,organic",0,0,0,0,75,250,800,55,1,6,385,1,4,-,-,-,,BNhs,XNhs,"ground,air,organic",0,0,0,0,75,250,800,70,1,6,490,1,5,-,-,-,,BNhs,XNhs,"ground,air,organic",0,0,0,0,75,200,800,70,1,6,490,1,10,-,-,-,,BNhs,XNhs,1
ANtm,ANtm,Alchemist - Transmute,1,1,1,0,hero,creeps,1,1,6,0,0,"air,ground,enemy,neutral,nonhero",0,0,0,45,150,-,650,0.8,0,5,1,-,-,-,-,-,,BNtm,,"air,ground,enemy,neutral",0,0,0,45,200,-,200,2,0,5,1,-,-,-,-,-,,BNtm,,"air,ground,enemy,neutral",0,0,0,45,200,-,200,2,0,5,1,-,-,-,-,-,,BNtm,,"air,ground,enemy,neutral",0,0,0,45,200,-,200,2,0,5,1,-,-,-,-,-,,BNtm,,1
ANeg,ANeg,Tinkerer - Engineering Upgrade,1,1,1,0,hero,creeps,1,3,1,0,0,_,0,0,0,0,0,-,-,0.1,2,"ANsy,ANs1","ANcs,ANc1","ANrg,ANg1","ANde,ANd1",-,-,-,,BNeg,,_,0,0,0,0,0,-,-,0.2,4,"ANs1,ANs2","ANc1,ANc2","ANg1,ANg2","ANd1,ANd2",-,-,-,,BNeg,,_,0,0,0,0,0,-,-,0.3,6,"ANs2,ANs3","ANc2,ANc3","ANg2,ANg3","ANd2,ANd3",-,-,-,,BNeg,,_,0,0,0,0,0,-,-,0.3,9,"ANs2,ANs3","ANc2,ANc3","ANg2,ANg3","ANd2,ANd3",-,-,-,,BNeg,,1
ANcs,ANcs,Tinkerer - Cluster Rockets (Level 0),1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,200,800,8.75,0.25,6,105,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,200,800,16.25,0.25,12,195,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,200,800,25,0.25,18,300,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,200,800,25,0.25,24,300,1,1.01,-,-,-,,BNcs,XNcs,1
ANc1,ANcs,Tinkerer - Cluster Rockets (Level 1),1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,230,800,8.75,0.25,6,105,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,230,800,16.25,0.25,12,195,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,230,800,25,0.25,18,300,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,230,800,25,0.25,24,300,1,1.01,-,-,-,,BNcs,XNcs,1
ANc2,ANcs,Tinkerer - Cluster Rockets (Level 2),1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,260,800,8.75,0.25,6,105,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,260,800,16.25,0.25,12,195,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,260,800,25,0.25,18,300,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,260,800,25,0.25,24,300,1,1.01,-,-,-,,BNcs,XNcs,1
ANc3,ANcs,Tinkerer - Cluster Rockets (Level 3),1,1,1,0,hero,creeps,1,3,1,0,0,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,290,800,8.75,0.25,6,105,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,290,800,16.25,0.25,12,195,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,290,800,25,0.25,18,300,1,1.01,-,-,-,,BNcs,XNcs,"ground,enemy,neutral,structure",0,1.01,1.01,6,70,290,800,25,0.25,24,300,1,1.01,-,-,-,,BNcs,XNcs,1
ANrg,ANrg,Tinkerer - Robo-Goblin (Level 0),1,1,1,0,hero,creeps,1,1,6,0,0,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,5,1,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,7,3,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,7,3,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,7,3,-,-,-,Nrob,,,1
ANg1,ANrg,Tinkerer - Robo-Goblin (Level 1),1,1,1,0,hero,creeps,1,1,6,0,0,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,7,2,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,10,4,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,10,4,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,10,4,-,-,-,Nrob,,,1
ANg2,ANrg,Tinkerer - Robo-Goblin (Level 2),1,1,1,0,hero,creeps,1,1,6,0,0,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,9,3,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,13,5,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,13,5,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,13,5,-,-,-,Nrob,,,1
ANg3,ANrg,Tinkerer - Robo-Goblin (Level 3),1,1,1,0,hero,creeps,1,1,6,0,0,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,11,4,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,16,6,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,16,6,-,-,-,Nrob,,,_,0,1.5,0,1,25,-,-,Ntin,1,0,-,16,6,-,-,-,Nrob,,,1
